cluster	cluster_id	num_samples	representative	feature	feature_alt	gene	gene_alt	product	product_alt	name	name_alt	dbxref	dbxref_alt	6952-4-17	6952-4-19	6999-1-11	6999-1-3	6999-5-12	6999-5-5	6999-7-20	7001-3-2	7553-4-28	7622-3-93	7622-4-37	7622-4-48	7622-5-52	7622-5-56	7622-5-93
sPS1.1	Cluster_24	15	6952-4-17_LCDOPK_00730	CDS		sPS1		Serine/threonine protein kinase	Lantibiotic synthetase	Serine/threonine protein kinase	Lantibiotic synthetase	COG:COG0515,COG:T,RefSeq:WP_023396326.1,SO:0001217,UniParc:UPI0003C0FAB3,UniRef:UniRef100_UPI0003C0FAB3,UniRef:UniRef50_Q8DPE5,UniRef:UniRef90_Q8DPE5	COG:COG0515,COG:T,RefSeq:WP_186004528.1,SO:0001217,UniParc:UPI0005E0DBCA,UniRef:UniRef100_UPI0005E0DBCA,UniRef:UniRef50_Q8DPE5,UniRef:UniRef90_Q8DPE5;COG:COG0515,COG:T,RefSeq:WP_193319347.1,SO:0001217,UniParc:UPI0005E7E5F4,UniRef:UniRef100_UPI0005E7E5F4,UniRef:UniRef50_Q8DPE5,UniRef:UniRef90_Q8DPE5;RefSeq:WP_001058021.1,SO:0001217,UniParc:UPI000152ED66,UniRef:UniRef100_A0A0E8JAD2,UniRef:UniRef50_A0A0E8JAD2,UniRef:UniRef90_A0A0E8JAD2;RefSeq:WP_001058022.1,SO:0001217,UniParc:UPI000254B977,UniRef:UniRef100_A0A9X8F200,UniRef:UniRef50_A0A0I8W061,UniRef:UniRef90_A0A0I8W061	6952-4-17_LCDOPK_00730	6952-4-19_IDAKCO_08405	6999-1-11_GAMHDO_04425	6999-1-3_MFDHOJ_02625	6999-5-12_GABGCO_08910	6999-5-5_IEJANN_03760	6999-7-20_BDNIPI_03340	7001-3-2_ILCIHP_07695	7553-4-28_BBELPC_10475	7622-3-93_BNKJJA_10165	7622-4-37_HCELOA_05285	7622-4-48_OIGNLO_00120	7622-5-52_DJJKEI_05695	7622-5-56_HCMIMP_10165	7622-5-93_FBDJDO_10400
Cluster_25	Cluster_25	13	6952-4-17_LCDOPK_00760__6952-4-17_LCDOPK_00765	unannotated	CDS			Tc1-like transposase DDE domain-containing protein	transposase	Tc1-like transposase DDE domain-containing protein	transposase	SO:0001217,UniRef:UniRef50_A0A426TG77	SO:0001217,UniRef:UniRef50_F9HMQ2,UniRef:UniRef90_UPI002175FD20	6952-4-17_LCDOPK_00760__6952-4-17_LCDOPK_00765	6952-4-19_IDAKCO_08435__END,START__6952-4-19_IDAKCO_10520	6999-1-11_GAMHDO_04385__6999-1-11_GAMHDO_04390,6999-1-11_GAMHDO_04390__6999-1-11_GAMHDO_04395	6999-1-3_MFDHOJ_02655__END,START__6999-1-3_MFDHOJ_03770	6999-5-12_GABGCO_08940__6999-5-12_GABGCO_08945,6999-5-12_GABGCO_08945,6999-5-12_GABGCO_08945__6999-5-12_GABGCO_08950	6999-5-5_IEJANN_03790__6999-5-5_IEJANN_03795	START__6999-7-20_BDNIPI_05870,START__6999-7-20_BDNIPI_08865			7622-3-93_BNKJJA_02195__7622-3-93_BNKJJA_02200	7622-4-37_HCELOA_05150__7622-4-37_HCELOA_05155	7622-4-48_OIGNLO_00150__7622-4-48_OIGNLO_00155,7622-4-48_OIGNLO_00155__7622-4-48_OIGNLO_00160,7622-4-48_OIGNLO_03090	7622-5-52_DJJKEI_05660__7622-5-52_DJJKEI_05665	7622-5-56_HCMIMP_07485__7622-5-56_HCMIMP_07490	7622-5-93_FBDJDO_06530__7622-5-93_FBDJDO_06535
Cluster_26	Cluster_26	15	6952-4-17_LCDOPK_00810__6952-4-17_LCDOPK_00815	unannotated										6952-4-17_LCDOPK_00810__6952-4-17_LCDOPK_00815	6952-4-19_IDAKCO_01995__6952-4-19_IDAKCO_02000	6999-1-11_GAMHDO_04335__6999-1-11_GAMHDO_04340	6999-1-3_MFDHOJ_03820__6999-1-3_MFDHOJ_03825	6999-5-12_GABGCO_02395__6999-5-12_GABGCO_02400	6999-5-5_IEJANN_04395__6999-5-5_IEJANN_04400	6999-7-20_BDNIPI_04105__6999-7-20_BDNIPI_04110	7001-3-2_ILCIHP_04030__7001-3-2_ILCIHP_04035	7553-4-28_BBELPC_02545__7553-4-28_BBELPC_02550	7622-3-93_BNKJJA_03560__7622-3-93_BNKJJA_03565	7622-4-37_HCELOA_05725__7622-4-37_HCELOA_05730	7622-4-48_OIGNLO_00205__7622-4-48_OIGNLO_00210	7622-5-52_DJJKEI_05610__7622-5-52_DJJKEI_05615	7622-5-56_HCMIMP_02455__7622-5-56_HCMIMP_02460	7622-5-93_FBDJDO_02540__7622-5-93_FBDJDO_02545
pheA.1	Cluster_27	15	6952-4-17_LCDOPK_00815	CDS		pheA		Chorismate mutase		Chorismate mutase		COG:COG1605,COG:E,RefSeq:WP_000362435.1,SO:0001217,UniParc:UPI000152BCC3,UniRef:UniRef100_A0A0E8PDL1,UniRef:UniRef50_A0A0U0PDK7,UniRef:UniRef90_A0A0U0PDK7	COG:COG1605,COG:E,RefSeq:WP_000362440.1,SO:0001217,UniParc:UPI00000517B6,UniRef:UniRef100_A0A062WP32,UniRef:UniRef50_A0A0U0PDK7,UniRef:UniRef90_A0A0U0PDK7;COG:COG1605,COG:E,RefSeq:WP_000362434.1,SO:0001217,UniParc:UPI000152EB53,UniRef:UniRef100_A0A0T8RYH3,UniRef:UniRef50_A0A0U0PDK7,UniRef:UniRef90_A0A0U0PDK7	6952-4-17_LCDOPK_00815	6952-4-19_IDAKCO_01995	6999-1-11_GAMHDO_04335	6999-1-3_MFDHOJ_03825	6999-5-12_GABGCO_02400	6999-5-5_IEJANN_04400	6999-7-20_BDNIPI_04105	7001-3-2_ILCIHP_04035	7553-4-28_BBELPC_02545	7622-3-93_BNKJJA_03565	7622-4-37_HCELOA_05730	7622-4-48_OIGNLO_00210	7622-5-52_DJJKEI_05610	7622-5-56_HCMIMP_02460	7622-5-93_FBDJDO_02545
crcB.1	Cluster_28	15	6952-4-17_LCDOPK_00820	CDS		crcB		fluoride efflux transporter CrcB		fluoride efflux transporter CrcB		COG:COG0239,COG:DP,GO:0005886,GO:0046872,GO:0062054,GO:0140114,GO:1903424,GO:1903425,RefSeq:WP_000712098.1,SO:0001217,UniParc:UPI00000517B5,UniRef:UniRef100_Q97QC4,UniRef:UniRef50_Q8DPG6,UniRef:UniRef90_Q8DPG6	COG:COG0239,COG:DP,GO:0005886,GO:0046872,GO:0062054,GO:0140114,GO:1903424,GO:1903425,RefSeq:WP_001865363.1,SO:0001217,UniParc:UPI0003283359,UniRef:UniRef100_A0A0U0ITN3,UniRef:UniRef50_Q8DPG6,UniRef:UniRef90_Q8DPG6;COG:COG0239,COG:DP,GO:0005886,GO:0046872,GO:0062054,GO:0140114,GO:1903424,GO:1903425,SO:0001217,UniRef:UniRef50_Q8DPG6,UniRef:UniRef90_Q8DPG6;COG:COG0239,COG:DP,GO:0005886,GO:0046872,GO:0062054,GO:0140114,GO:1903424,GO:1903425,RefSeq:WP_000712097.1,SO:0001217,UniParc:UPI000152EB52,UniRef:UniRef100_A0A0T8VID5,UniRef:UniRef50_Q8DPG6,UniRef:UniRef90_Q8DPG6	6952-4-17_LCDOPK_00820	6952-4-19_IDAKCO_01990	6999-1-11_GAMHDO_04330	6999-1-3_MFDHOJ_03830	6999-5-12_GABGCO_02405	6999-5-5_IEJANN_04405	6999-7-20_BDNIPI_04100	7001-3-2_ILCIHP_04040	7553-4-28_BBELPC_02540	7622-3-93_BNKJJA_03570	7622-4-37_HCELOA_05735	7622-4-48_OIGNLO_00215	7622-5-52_DJJKEI_05605	7622-5-56_HCMIMP_02465	7622-5-93_FBDJDO_02550
crcB.2	Cluster_29	15	6952-4-17_LCDOPK_00825	CDS		crcB		fluoride efflux transporter CrcB	Fluoride-specific ion channel	fluoride efflux transporter CrcB	Fluoride-specific ion channel	COG:COG0239,COG:DP,GO:0005886,GO:0046872,GO:0062054,GO:0140114,RefSeq:WP_000237416.1,SO:0001217,UniParc:UPI00000517B4,UniRef:UniRef100_Q97QC5,UniRef:UniRef50_Q8DPG7,UniRef:UniRef90_Q97QC5	SO:0001217,UniRef:UniRef50_I0SSP7	6952-4-17_LCDOPK_00825	6952-4-19_IDAKCO_01985	6999-1-11_GAMHDO_04325	6999-1-3_MFDHOJ_03835	6999-5-12_GABGCO_02410	6999-5-5_IEJANN_04410	6999-7-20_BDNIPI_04095	7001-3-2_ILCIHP_04045	7553-4-28_BBELPC_02535	7622-3-93_BNKJJA_03575	7622-4-37_HCELOA_05740	7622-4-48_OIGNLO_00220	7622-5-52_DJJKEI_05600	7622-5-56_HCMIMP_02470	7622-5-93_FBDJDO_02555
blpT.1	Cluster_30	15	6952-4-17_LCDOPK_00905	CDS		blpT		BlpT protein, fusion	BlpT protein	BlpT protein, fusion	BlpT protein	RefSeq:WP_000389597.1,SO:0001217,UniParc:UPI000152BC45,UniRef:UniRef100_A0A062WLY0,UniRef:UniRef50_D3H9D9,UniRef:UniRef90_A0A0H2UQB6	RefSeq:WP_001818237.1,SO:0001217,UniParc:UPI00016C2585,UniRef:UniRef100_A0A6I3U475,UniRef:UniRef50_A0A1X0WTF3,UniRef:UniRef90_A0A6I3U475;RefSeq:WP_000389601.1,SO:0001217,UniParc:UPI000198B6F4,UniRef:UniRef100_A0A5Q5G793,UniRef:UniRef50_D3H9D9,UniRef:UniRef90_A0A0H2UQB6	6952-4-17_LCDOPK_00905	6952-4-19_IDAKCO_01905	6999-1-11_GAMHDO_04245	6999-1-3_MFDHOJ_03915	6999-5-12_GABGCO_02490	6999-5-5_IEJANN_04490	6999-7-20_BDNIPI_04015	7001-3-2_ILCIHP_04130	7553-4-28_BBELPC_02435	7622-3-93_BNKJJA_03655	7622-4-37_HCELOA_05820	7622-4-48_OIGNLO_00300	7622-5-52_DJJKEI_05520	7622-5-56_HCMIMP_02550	7622-5-93_FBDJDO_02635
Cluster_31	Cluster_31	15	6952-4-17_LCDOPK_00905__6952-4-17_LCDOPK_00910	unannotated										6952-4-17_LCDOPK_00905__6952-4-17_LCDOPK_00910	6952-4-19_IDAKCO_01900__6952-4-19_IDAKCO_01905	6999-1-11_GAMHDO_04240__6999-1-11_GAMHDO_04245	6999-1-3_MFDHOJ_03915__6999-1-3_MFDHOJ_03920	6999-5-12_GABGCO_02490__6999-5-12_GABGCO_02495	6999-5-5_IEJANN_04490__6999-5-5_IEJANN_04495	6999-7-20_BDNIPI_04010__6999-7-20_BDNIPI_04015	7001-3-2_ILCIHP_04130__7001-3-2_ILCIHP_04135	7553-4-28_BBELPC_02430__7553-4-28_BBELPC_02435	7622-3-93_BNKJJA_03655__7622-3-93_BNKJJA_03660	7622-4-37_HCELOA_05820__7622-4-37_HCELOA_05825	7622-4-48_OIGNLO_00300__7622-4-48_OIGNLO_00305	7622-5-52_DJJKEI_05515__7622-5-52_DJJKEI_05520	7622-5-56_HCMIMP_02550__7622-5-56_HCMIMP_02555	7622-5-93_FBDJDO_02635__7622-5-93_FBDJDO_02640
yceD	Cluster_32	15	6952-4-17_LCDOPK_00910	CDS		yceD		23S rRNA accumulation protein YceD (essential in plants, uncharacterized in bacteria)		23S rRNA accumulation protein YceD (essential in plants, uncharacterized in bacteria)		COG:COG1399,COG:J,RefSeq:WP_023396323.1,SO:0001217,UniParc:UPI0003C0EC74,UniRef:UniRef100_A0A9P1W546,UniRef:UniRef50_A0A0P0N9S4,UniRef:UniRef90_A0A428DM49	COG:COG1399,COG:J,RefSeq:WP_001864719.1,SO:0001217,UniParc:UPI0003283B3B,UniRef:UniRef100_A0A0T8MRN5,UniRef:UniRef50_A0A0P0N9S4,UniRef:UniRef90_A0A428DM49;COG:COG1399,COG:J,RefSeq:WP_000773223.1,SO:0001217,UniParc:UPI000254D1F8,UniRef:UniRef100_A0A0T8CDU3,UniRef:UniRef50_A0A0P0N9S4,UniRef:UniRef90_A0A428DM49;COG:COG1399,COG:J,RefSeq:WP_000773226.1,SO:0001217,UniParc:UPI000152F517,UniRef:UniRef100_A0A0B7LEF9,UniRef:UniRef50_A0A0P0N9S4,UniRef:UniRef90_A0A428DM49	6952-4-17_LCDOPK_00910	6952-4-19_IDAKCO_01900	6999-1-11_GAMHDO_04240	6999-1-3_MFDHOJ_03920	6999-5-12_GABGCO_02495	6999-5-5_IEJANN_04495	6999-7-20_BDNIPI_04010	7001-3-2_ILCIHP_04135	7553-4-28_BBELPC_02430	7622-3-93_BNKJJA_03660	7622-4-37_HCELOA_05825	7622-4-48_OIGNLO_00305	7622-5-52_DJJKEI_05515	7622-5-56_HCMIMP_02555	7622-5-93_FBDJDO_02640
nth	Cluster_33	15	6952-4-17_LCDOPK_00915	CDS		nth		endonuclease III		endonuclease III		COG:COG0177,COG:L,GO:0003906,GO:0006281,RefSeq:WP_000244451.1,SO:0001217,UniParc:UPI00000517A6,UniRef:UniRef100_A0A064C1F7,UniRef:UniRef50_A0A0Z8I5Z2,UniRef:UniRef90_A0A916L5C1	COG:COG0177,COG:L,EC:3.2.2.-,EC:4.2.99.18,GO:0003906,GO:0006281,KEGG:K10773,SO:0001217,UniRef:UniRef50_A0A0Z8I5Z2,UniRef:UniRef90_UPI00076549D0;COG:COG0177,COG:L,EC:3.2.2.-,EC:4.2.99.18,GO:0003906,GO:0006281,KEGG:K10773,RefSeq:WP_001864720.1,SO:0001217,UniParc:UPI00032830C3,UniRef:UniRef100_A0A0T8CTL2,UniRef:UniRef50_A0A0Z8I5Z2,UniRef:UniRef90_A0A0T8CTL2	6952-4-17_LCDOPK_00915	6952-4-19_IDAKCO_01895	6999-1-11_GAMHDO_04235	6999-1-3_MFDHOJ_03925	6999-5-12_GABGCO_02500	6999-5-5_IEJANN_04500	6999-7-20_BDNIPI_04005	7001-3-2_ILCIHP_04140	7553-4-28_BBELPC_02425	7622-3-93_BNKJJA_03665	7622-4-37_HCELOA_05830	7622-4-48_OIGNLO_00310	7622-5-52_DJJKEI_05510	7622-5-56_HCMIMP_02560	7622-5-93_FBDJDO_02645
Cluster_34	Cluster_34	15	6952-4-17_LCDOPK_00915__6952-4-17_LCDOPKNNMA_102	unannotated										6952-4-17_LCDOPK_00915__6952-4-17_LCDOPKNNMA_102	6952-4-19_IDAKCOMANN_92__6952-4-19_IDAKCO_01895	6999-1-11_GAMHDOLNIF_103__6999-1-11_GAMHDO_04235	6999-1-3_MFDHOJ_03925__6999-1-3_MFDHOJACBE_98	6999-5-12_GABGCO_02500__6999-5-12_GABGCOFCDB_95	6999-5-5_IEJANN_04500__6999-5-5_IEJANNHHMP_99	6999-7-20_BDNIPIMNEB_110__6999-7-20_BDNIPI_04005	7001-3-2_ILCIHP_04140__7001-3-2_ILCIHPINGC_96	7553-4-28_BBELPCEAHD_83__7553-4-28_BBELPC_02425	7622-3-93_BNKJJA_03665__7622-3-93_BNKJJALABE_94	7622-4-37_HCELOA_05830__7622-4-37_HCELOAPBLE_111	7622-4-48_OIGNLO_00310__7622-4-48_OIGNLOAINF_93	7622-5-52_DJJKEIGIHN_112__7622-5-52_DJJKEI_05510	7622-5-56_HCMIMP_02560__7622-5-56_HCMIMPIGDA_87	7622-5-93_FBDJDO_02645__7622-5-93_FBDJDOPBJI_87
Cluster_35	Cluster_35	15	6952-4-17_LCDOPK_01000__6952-4-17_LCDOPK_01005	unannotated										6952-4-17_LCDOPK_01000__6952-4-17_LCDOPK_01005	6952-4-19_IDAKCO_05615__6952-4-19_IDAKCO_05620	6999-1-11_GAMHDO_04145__6999-1-11_GAMHDO_04150	6999-1-3_MFDHOJ_04010__6999-1-3_MFDHOJ_04015	6999-5-12_GABGCO_02590__6999-5-12_GABGCO_02595	6999-5-5_IEJANN_04590__6999-5-5_IEJANN_04595	6999-7-20_BDNIPI_03915__6999-7-20_BDNIPI_03920	7001-3-2_ILCIHP_04225__7001-3-2_ILCIHP_04230	7553-4-28_BBELPC_02335__7553-4-28_BBELPC_02340	7622-3-93_BNKJJA_03750__7622-3-93_BNKJJA_03755	7622-4-37_HCELOA_05915__7622-4-37_HCELOA_05920	7622-4-48_OIGNLO_00395__7622-4-48_OIGNLO_00400	7622-5-52_DJJKEI_05420__7622-5-52_DJJKEI_05425	7622-5-56_HCMIMP_02650__7622-5-56_HCMIMP_02655	7622-5-93_FBDJDO_02730__7622-5-93_FBDJDO_02735
mmcQ	Cluster_36	15	6952-4-17_LCDOPK_01005	CDS		mmcQ		putative DNA-binding protein with 'double-wing' structural motif, MmcQ/YjbR family	MmcQ family protein	putative DNA-binding protein with 'double-wing' structural motif, MmcQ/YjbR family	MmcQ family protein	COG:COG2315,COG:K,RefSeq:WP_000461585.1,SO:0001217,UniParc:UPI00004A827B,UniRef:UniRef100_A0A098Z5A8,UniRef:UniRef50_D3H9B9,UniRef:UniRef90_A0A2U3S075	COG:COG2315,COG:K,RefSeq:WP_001865157.1,SO:0001217,UniParc:UPI000328271B,UniRef:UniRef100_A0A0U0JYS2,UniRef:UniRef50_D3H9B9,UniRef:UniRef90_A0A2U3S075;COG:COG2315,COG:K,RefSeq:WP_054387433.1,SO:0001217,UniParc:UPI0005E89F4C,UniRef:UniRef100_A0A9X8NBI8,UniRef:UniRef50_D3H9B9,UniRef:UniRef90_A0A2U3S075;RefSeq:WP_000461589.1,SO:0001217,UniParc:UPI00016DBBB3,UniRef:UniRef100_A0A0U0IDD1,UniRef:UniRef50_D3H9B9,UniRef:UniRef90_G0I9V1	6952-4-17_LCDOPK_01005	6952-4-19_IDAKCO_05620	6999-1-11_GAMHDO_04145	6999-1-3_MFDHOJ_04015	6999-5-12_GABGCO_02595	6999-5-5_IEJANN_04595	6999-7-20_BDNIPI_03915	7001-3-2_ILCIHP_04230	7553-4-28_BBELPC_02335	7622-3-93_BNKJJA_03755	7622-4-37_HCELOA_05920	7622-4-48_OIGNLO_00400	7622-5-52_DJJKEI_05420	7622-5-56_HCMIMP_02655	7622-5-93_FBDJDO_02735
uvrB	Cluster_37	15	6952-4-17_LCDOPK_01110	CDS		uvrB		excinuclease ABC subunit UvrB		excinuclease ABC subunit UvrB		COG:COG0556,COG:L,GO:0003677,GO:0005524,GO:0005737,GO:0006289,GO:0009380,GO:0009381,GO:0009432,GO:0016887,RefSeq:WP_023396309.1,SO:0001217,UniParc:UPI0003C0F7FE,UniRef:UniRef100_UPI0003C0F7FE,UniRef:UniRef50_A5CRU3,UniRef:UniRef90_A3CNJ9	COG:COG0556,COG:L,GO:0003677,GO:0005524,GO:0005737,GO:0006289,GO:0009380,GO:0009381,GO:0009432,GO:0016887,RefSeq:WP_000607033.1,SO:0001217,UniParc:UPI000153DE69,UniRef:UniRef100_A0A0B7M4S0,UniRef:UniRef50_A5CRU3,UniRef:UniRef90_A3CNJ9;COG:COG0556,COG:L,GO:0003677,GO:0005524,GO:0005737,GO:0006289,GO:0009380,GO:0009381,GO:0009432,GO:0016887,RefSeq:WP_001864709.1,SO:0001217,UniParc:UPI0003283BCE,UniRef:UniRef100_A0A0T7ZSJ2,UniRef:UniRef50_A5CRU3,UniRef:UniRef90_A3CNJ9;COG:COG0556,COG:L,GO:0003677,GO:0005524,GO:0005737,GO:0006289,GO:0009380,GO:0009381,GO:0009432,GO:0016887,RefSeq:WP_000607027.1,SO:0001217,UniParc:UPI0000051779,UniRef:UniRef100_B8ZJQ9,UniRef:UniRef50_A5CRU3,UniRef:UniRef90_A3CNJ9;COG:COG0556,COG:L,GO:0003677,GO:0005524,GO:0005737,GO:0006289,GO:0009380,GO:0009381,GO:0009432,GO:0016887,RefSeq:WP_054387431.1,SO:0001217,UniParc:UPI0005E6A65C,UniRef:UniRef100_A0A9X8HX03,UniRef:UniRef50_A5CRU3,UniRef:UniRef90_A3CNJ9;COG:COG0556,COG:L,GO:0003677,GO:0005524,GO:0005737,GO:0006289,GO:0009380,GO:0009381,GO:0009432,GO:0016887,RefSeq:WP_000607028.1,SO:0001217,UniParc:UPI00016DBA7A,UniRef:UniRef100_B1IC35,UniRef:UniRef50_A5CRU3,UniRef:UniRef90_A3CNJ9	6952-4-17_LCDOPK_01110	6952-4-19_IDAKCO_05725	6999-1-11_GAMHDO_04040	6999-1-3_MFDHOJ_04115	6999-5-12_GABGCO_02700	6999-5-5_IEJANN_04695	6999-7-20_BDNIPI_03815	7001-3-2_ILCIHP_04330	7553-4-28_BBELPC_02230	7622-3-93_BNKJJA_03855	7622-4-37_HCELOA_06020	7622-4-48_OIGNLO_00500	7622-5-52_DJJKEI_05320	7622-5-56_HCMIMP_02755	7622-5-93_FBDJDO_02835
rimL.1	Cluster_38	15	6952-4-17_LCDOPK_01115	CDS		rimL		Protein N-acetyltransferase, RimJ/RimL family		Protein N-acetyltransferase, RimJ/RimL family		COG:COG1670,COG:JO,RefSeq:WP_000639842.1,SO:0001217,UniParc:UPI000152EDA0,UniRef:UniRef100_A0A0T8U767,UniRef:UniRef50_A0A0H2ZRL2,UniRef:UniRef90_A0A0H2ZRL2	COG:COG1670,COG:JO,SO:0001217,UniParc:UPI0002E11BAD,UniRef:UniRef100_A0A0T8U767,UniRef:UniRef50_A0A0H2ZRL2,UniRef:UniRef90_A0A0H2ZRL2	6952-4-17_LCDOPK_01115	6952-4-19_IDAKCO_05730	6999-1-11_GAMHDO_04035	6999-1-3_MFDHOJ_04120	6999-5-12_GABGCO_02705	6999-5-5_IEJANN_04700	6999-7-20_BDNIPI_03810	7001-3-2_ILCIHP_04335	7553-4-28_BBELPC_02225	7622-3-93_BNKJJA_03860	7622-4-37_HCELOA_06025	7622-4-48_OIGNLO_00505	7622-5-52_DJJKEI_05315	7622-5-56_HCMIMP_02760	7622-5-93_FBDJDO_02840
Cluster_39	Cluster_39	13	6952-4-17_LCDOPK_01120__6952-4-17_LCDOPK_01125	unannotated										6952-4-17_LCDOPK_01120__6952-4-17_LCDOPK_01125	6952-4-19_IDAKCO_05735__6952-4-19_IDAKCO_05740	6999-1-11_GAMHDO_04025__6999-1-11_GAMHDO_04030	6999-1-3_MFDHOJ_04125__6999-1-3_MFDHOJ_04130		6999-5-5_IEJANN_04705__6999-5-5_IEJANN_04710		7001-3-2_ILCIHP_04340__7001-3-2_ILCIHP_04345	7553-4-28_BBELPC_02215__7553-4-28_BBELPC_02220	7622-3-93_BNKJJA_03865__7622-3-93_BNKJJA_03870	7622-4-37_HCELOA_06030__7622-4-37_HCELOA_06035	7622-4-48_OIGNLO_00510__7622-4-48_OIGNLO_00515	7622-5-52_DJJKEI_05305__7622-5-52_DJJKEI_05310	7622-5-56_HCMIMP_02765__7622-5-56_HCMIMP_02770	7622-5-93_FBDJDO_02845__7622-5-93_FBDJDO_02850
yjhB.1	Cluster_40	15	6952-4-17_LCDOPK_01125	CDS		yjhB		ADP-ribose pyrophosphatase YjhB, NUDIX family		ADP-ribose pyrophosphatase YjhB, NUDIX family		COG:COG1051,COG:F,RefSeq:WP_023396305.1,SO:0001217,UniParc:UPI0003C0DE98,UniRef:UniRef100_UPI0003C0DE98,UniRef:UniRef50_G6A286,UniRef:UniRef90_A0A0B7MB10	COG:COG1051,COG:F,RefSeq:WP_000091534.1,SO:0001217,UniParc:UPI0000051776,UniRef:UniRef100_A0A0B7MB10,UniRef:UniRef50_G6A286,UniRef:UniRef90_A0A0B7MB10;COG:COG1051,COG:F,RefSeq:WP_050200994.1,SO:0001217,UniParc:UPI0005E909CE,UniRef:UniRef100_UPI0005E909CE,UniRef:UniRef50_G6A286,UniRef:UniRef90_A0A0B7MB10;COG:COG1051,COG:F,RefSeq:WP_000091559.1,SO:0001217,UniParc:UPI000254D170,UniRef:UniRef100_A0A9P1Q133,UniRef:UniRef50_G6A286,UniRef:UniRef90_A0A0B7MB10	6952-4-17_LCDOPK_01125	6952-4-19_IDAKCO_05740	6999-1-11_GAMHDO_04025	6999-1-3_MFDHOJ_04130	6999-5-12_GABGCO_02715	6999-5-5_IEJANN_04710	6999-7-20_BDNIPI_03800	7001-3-2_ILCIHP_04345	7553-4-28_BBELPC_02215	7622-3-93_BNKJJA_03870	7622-4-37_HCELOA_06035	7622-4-48_OIGNLO_00515	7622-5-52_DJJKEI_05305	7622-5-56_HCMIMP_02770	7622-5-93_FBDJDO_02850
Cluster_41	Cluster_41	15	6952-4-17_LCDOPK_01130	CDS				DNA-binding transcriptional regulator		DNA-binding transcriptional regulator		RefSeq:WP_023396304.1,SO:0001217,UniParc:UPI0003C0ED8C,UniRef:UniRef100_UPI0003C0ED8C,UniRef:UniRef50_D3H998,UniRef:UniRef90_D3H998	RefSeq:WP_054365116.1,SO:0001217,UniParc:UPI0005E47AFD,UniRef:UniRef100_UPI0005E47AFD,UniRef:UniRef50_D3H998,UniRef:UniRef90_D3H998;RefSeq:WP_000159176.1,SO:0001217,UniParc:UPI00000E35CD,UniRef:UniRef100_A0A0B7MCF1,UniRef:UniRef50_D3H998,UniRef:UniRef90_D3H998	6952-4-17_LCDOPK_01130	6952-4-19_IDAKCO_05745	6999-1-11_GAMHDO_04020	6999-1-3_MFDHOJ_04135	6999-5-12_GABGCO_02720	6999-5-5_IEJANN_04715	6999-7-20_BDNIPI_03795	7001-3-2_ILCIHP_04350	7553-4-28_BBELPC_02210	7622-3-93_BNKJJA_03875	7622-4-37_HCELOA_06040	7622-4-48_OIGNLO_00520	7622-5-52_DJJKEI_05300	7622-5-56_HCMIMP_02775	7622-5-93_FBDJDO_02855
Cluster_42	Cluster_42	15	6952-4-17_LCDOPK_01210__6952-4-17_LCDOPK_01215	unannotated										6952-4-17_LCDOPK_01210__6952-4-17_LCDOPK_01215	6952-4-19_IDAKCO_05830__6952-4-19_IDAKCO_05835	6999-1-11_GAMHDO_03935__6999-1-11_GAMHDO_03940	6999-1-3_MFDHOJ_04215__6999-1-3_MFDHOJ_04220	6999-5-12_GABGCO_02800__6999-5-12_GABGCO_02805	6999-5-5_IEJANN_04795__6999-5-5_IEJANN_04800	6999-7-20_BDNIPI_09455__6999-7-20_BDNIPI_09460	7001-3-2_ILCIHP_04430__7001-3-2_ILCIHP_04435	7553-4-28_BBELPC_02125__7553-4-28_BBELPC_02130	7622-3-93_BNKJJA_03955__7622-3-93_BNKJJA_03960	7622-4-37_HCELOA_06120__7622-4-37_HCELOA_06125	7622-4-48_OIGNLO_09200__7622-4-48_OIGNLO_09205	7622-5-52_DJJKEI_05215__7622-5-52_DJJKEI_05220	7622-5-56_HCMIMP_02855__7622-5-56_HCMIMP_02860	7622-5-93_FBDJDO_02935__7622-5-93_FBDJDO_02940
